customer_id,name,state,age,is_married,customer_health_index
C2276,tricia phillips,wyoming,59,1,0.8109356960424218
C2277,alec simon,wisconsin,86,1,0.2915767875933366
C2278,mary leonard,massachusetts,54,1,0.05212547093540665
C2279,janice baker,illinois,19,0,0.7161174157363477
C2280,christina rangel,new mexico,35,1,0.6406769539860306
C2281,renee hardin,texas,65,0,0.8967706788988024
C2282,john daniel,new jersey,19,0,0.39373225641735854
C2283,justin austin,california,72,0,0.18729846008251394
C2284,kristi rodriguez,indiana,46,0,0.7067431722830635
C2285,kimberly burns,vermont,55,0,0.15199326174987582
C2286,danny norton,maine,34,1,0.4778246067726053
C2287,amanda black,georgia,26,1,0.3538259655839684
C2288,tammy lee,alaska,67,1,0.5411591629069661
C2289,david hunt,new jersey,63,0,0.6882721963813084
C2290,johnathan brown,new hampshire,45,1,0.8855065441806398
C2291,zachary nielsen,illinois,35,1,0.2459214400005233
C2292,jennifer bailey,ohio,44,1,0.7137320340893412
C2293,julie hernandez,california,84,1,0.19752051845931373
C2294,kenneth hawkins,maryland,67,1,0.11764050711700746
C2295,michael wilson,maine,88,0,0.4591098152466506
C2296,jennifer miller,arkansas,22,1,0.21726563255280007
C2297,michael stewart,vermont,90,0,0.636393044753567
C2298,katherine delgado,florida,61,0,0.37771689616947335
C2299,thomas davis,maryland,23,0,0.26507030243048424
C2300,jesse cline,colorado,72,0,0.19072873375813848
C2301,jacqueline braun,wyoming,33,1,0.24106787100439198
C2302,sharon miller,oregon,80,1,0.8476755056370285
C2303,amy banks,wisconsin,19,1,0.5173969842185273
C2304,amy carter,massachusetts,46,0,0.08241986752915786
C2305,joanne jacobs,nebraska,67,1,0.11825845370903598
C2306,robert black,nebraska,88,0,0.19928484391403845
C2307,michaela shaw,indiana,46,1,0.30014975605151994
C2308,shane cook,virginia,30,0,0.048675514896659555
C2309,david thomas,tennessee,53,1,0.7871408435593493
C2310,taylor smith,north carolina,74,0,0.25831757591487925
C2311,mark browning,iowa,53,0,0.6384303561355368
C2312,kenneth hanna,connecticut,41,0,0.6687604823027651
C2313,crystal villanueva,hawaii,50,0,0.36713053075519675
C2314,brianna price,california,59,0,0.9856625659904797
C2315,sarah flores,oregon,53,1,0.8968452217066465
C2316,darren sanchez,west virginia,38,0,0.3506102701439746
C2317,logan mitchell md,kansas,51,1,0.05204899645854444
C2318,eric becker,new hampshire,47,1,0.1753460213403849
C2319,michael williams,mississippi,20,1,0.7925650377973386
C2320,devin petersen,new jersey,77,1,0.4959048275425001
C2321,steven wilkins,michigan,30,0,0.2699536744517982
C2322,mikayla sims,montana,44,1,0.5115713956009273
C2323,christopher padilla,alaska,78,0,0.7322448116465871
C2324,heidi rodriguez,maryland,30,0,0.356479196005272
C2325,devin sawyer,nebraska,21,0,0.7678295530378807
C2326,margaret grant,alabama,57,1,0.6455830813925801
C2327,edwin mills,north dakota,85,1,0.608717276030057
C2328,ronald adams,west virginia,60,0,0.39704354508141937
C2329,ashley cox,arkansas,73,1,0.13238677191759607
C2330,stephanie white,colorado,42,1,0.8601035268128333
C2331,john howell,maine,41,1,0.37135950141488605
C2332,jeff bryant,georgia,89,0,0.6267692460162972
C2333,sandy moore,maryland,23,0,0.16493774819395046
C2334,melanie elliott,florida,35,0,0.4014952638349125
C2335,tammy williams,alabama,46,0,0.29195954186684636
C2336,cynthia johnson,wisconsin,80,0,0.17472572815998766
C2337,kyle lamb,ohio,38,0,0.7058142874958199
C2338,ray hale,north dakota,20,0,0.13336790788392716
C2339,taylor miller,arkansas,83,1,0.023958194354228968
C2340,jill evans,california,34,1,0.2153140979685998
C2341,tiffany valencia,alabama,44,1,0.8381428373286196
C2342,kurt freeman,maine,46,0,0.652148978184236
C2343,adrian morgan,arkansas,34,0,0.23850848133349933
C2344,richard martinez,louisiana,60,0,0.7035127202642947
C2345,kathryn johnson,pennsylvania,48,1,0.2831289233559814
C2346,patrick hernandez,georgia,49,1,0.5288482430557414
C2347,nicholas martin,wyoming,27,0,0.7170384905024636
C2348,amanda blankenship,new jersey,83,1,0.28816752070423557
C2349,brandon henderson,new hampshire,55,1,0.22542407735618053
C2350,jonathan smith,virginia,24,0,0.17202443047984595
C2351,amy castillo,new hampshire,22,1,0.9357742740166449
C2352,maria newton,virginia,45,0,0.832119096524509
C2353,jennifer harrison,ohio,79,1,0.6615205483683788
C2354,bryan lewis,south dakota,32,1,0.19639571067830675
C2355,richard barker,north dakota,55,0,0.48181596262018866
C2356,matthew martin,california,21,1,0.7920803540612144
C2357,melissa carr,kentucky,37,0,0.49750550873325516
C2358,andrew ballard,new hampshire,51,0,0.9447709140213361
C2359,jacob hernandez,arizona,39,0,0.9649183289101163
C2360,joseph davis,minnesota,46,1,0.5131449396133542
C2361,joseph williams,louisiana,75,1,0.6566893527750112
C2362,adam pacheco,west virginia,71,0,0.23856861321665834
C2363,corey vazquez,south carolina,79,0,0.11903269964959362
C2364,michael terry,new jersey,45,1,0.7406582275774682
C2365,rachael fleming,tennessee,87,1,0.5904063355637215
C2366,rachel hall,oklahoma,30,1,0.3427346614856307
C2367,jill woods,new jersey,21,0,0.5060301828435796
C2368,andrew holt,pennsylvania,79,0,0.14956941422068792
C2369,laura robles,california,65,1,0.6929270167291688
C2370,jennifer jackson,north carolina,67,0,0.9868746569406364
C2371,sarah pope,utah,31,1,0.9990455988386694
C2372,tanya rodriguez,ohio,23,1,0.7039351390037566
C2373,carl andersen,new mexico,50,0,0.2953815441551525
C2374,kirk buck,texas,83,0,0.9210032151325418
C2375,kevin jones,arkansas,83,1,0.26536800427022933
C2376,bonnie franco,texas,18,0,0.1246081283856939
C2377,lori clark,vermont,70,1,0.0344540086243853
C2378,jacqueline maddox,georgia,41,1,0.3445829000801175
C2379,melvin jenkins,vermont,47,1,0.026877335671810387
C2380,nicholas wilson,alaska,49,1,0.3142566842808413
C2381,carolyn smith,virginia,37,1,0.9706771811288258
C2382,john fernandez,new mexico,33,0,0.9268446788611808
C2383,brianna williams,south carolina,82,1,0.8830033705144364
C2384,richard phelps,california,37,0,0.2831891804861889
C2385,larry hunt,iowa,70,0,0.6554022948005264
C2386,theodore coffey,minnesota,55,1,0.6247896417704064
C2387,ashlee reilly phd,alaska,62,1,0.7694704151634347
C2388,matthew cook,nebraska,27,1,0.9991158527075408
C2389,donald martin,hawaii,33,1,0.24054384736039924
C2390,brittney house,massachusetts,91,1,0.8878508692548642
C2391,robert smith,west virginia,61,0,0.4251712799824451
C2392,juan jackson,washington,76,0,0.03886735983543954
C2393,rebecca fitzgerald,new mexico,30,1,0.8095840589003325
C2394,christopher miller,ohio,45,1,0.01918592956800169
C2395,michele smith,iowa,54,0,0.6421494736489473
C2396,kevin miranda,ohio,58,1,0.5784422110933262
C2397,nicole campbell,maryland,39,1,0.7547945558297884
C2398,jaime sullivan,mississippi,34,0,0.9668929054745623
C2399,stephanie wilson,rhode island,33,1,0.6348879915691426
C2400,kayla james,arkansas,90,0,0.7915633292733731
C2401,curtis anderson,idaho,54,1,0.3197243926515194
C2402,marissa gould,indiana,75,0,0.6322307591044164
C2403,tony mcdonald,minnesota,44,1,0.48099860012646334
C2404,jennifer davis,delaware,73,1,0.8368215844269759
C2405,dustin cobb,nebraska,85,1,0.3993745125449295
C2406,ashley cochran,virginia,20,0,0.005097105820059622
C2407,douglas morse,texas,29,0,0.998471829766382
C2408,valerie warren,california,74,0,0.9999183000881625
C2409,james webb dds,idaho,34,1,0.6296917798848956
C2410,kevin price,georgia,36,1,0.5981893222112185
C2411,jennifer wade,massachusetts,87,0,0.1462495006181509
C2412,paul mcclain,minnesota,68,0,0.0002713306808871385
C2413,glenn king,alaska,79,1,0.5432904614931677
C2414,james bryant,maryland,26,0,0.872050076889034
C2415,tracy arnold,wisconsin,77,1,0.7669573454896763
C2416,david collier,connecticut,20,1,0.8899446934062225
C2417,kevin palmer,california,75,1,0.5769937016723785
C2418,michael hall,pennsylvania,25,1,0.46887924011014936
C2419,diana perez,new mexico,46,1,0.0633066344526384
C2420,lindsey rios,kansas,33,0,0.10319232833317704
C2421,sherri campbell,maine,69,1,0.34799147143666553
C2422,william brandt,delaware,25,1,0.28556170339466813
C2423,carol russell,north dakota,89,0,0.42511749145092526
C2424,jack wilson,missouri,51,1,0.871813524463948
C2425,thomas harris,louisiana,26,1,0.5788412582611663
C2426,heather sanders,arkansas,48,0,0.8966180635268043
C2427,zachary white,iowa,82,1,0.32228748802471086
C2428,ryan vasquez,oregon,39,1,0.961565159443997
C2429,anthony dennis,alabama,37,0,0.5423207477590486
C2430,regina harris,new york,78,0,0.043626948145282896
C2431,jessica ford,louisiana,34,1,0.7633922794551785
C2432,bernard jackson,new mexico,90,1,0.13264569113385127
C2433,victoria thompson,arizona,84,1,0.7574044062504302
C2434,jessica byrd,alaska,70,0,0.8475411870915117
C2435,julie nguyen,kentucky,44,1,0.600175603578629
C2436,carolyn burton,ohio,35,0,0.3586657334724257
C2437,dominique benson,tennessee,46,0,0.23642868103320858
C2438,cynthia sawyer,colorado,59,0,0.6073292296028541
C2439,kevin white,wisconsin,48,0,0.9499797912689288
C2440,stephanie parrish,michigan,70,0,0.14902422499392587
C2441,gina reed,maine,83,1,0.005426438921003474
C2442,brent lang,minnesota,56,1,0.28069798210103236
C2443,patricia orozco,washington,91,1,0.6599123804025323
C2444,casey martinez,minnesota,35,1,0.21634939111611096
C2445,charles rodriguez,oregon,20,1,0.2085508837560467
C2446,richard smith,arizona,40,0,0.18428297118985015
C2447,james chase,minnesota,30,1,0.8757103460213843
C2448,mrs. nicole myers,california,44,0,0.02750498363501741
C2449,keith brown,north dakota,45,1,0.8095293675832221
C2450,michael watts,west virginia,37,0,0.1827325795117244
C2451,virginia valdez,kentucky,28,0,0.9949486561463543
C2452,brian walsh,oregon,27,1,0.8130134589477755
C2453,david garcia,california,24,0,0.2294220443647994
C2454,elizabeth matthews,alaska,75,1,0.045066548631776615
C2455,dawn wilson,illinois,39,0,0.061919359827607656
C2456,patrick washington,colorado,82,1,0.857416728038338
C2457,jessica lewis,maine,30,1,0.5139359758108701
C2458,jasmine nelson,tennessee,70,1,0.9881974072074128
C2459,adam kennedy,new york,45,0,0.737926905978904
C2460,julie harrison,kansas,81,0,0.27546385725000233
C2461,timothy young,idaho,42,0,0.5712104493493955
C2462,jose fleming,virginia,86,1,0.7584950039391587
C2463,anthony allen,mississippi,71,1,0.8293659931283021
C2464,judith lindsey,vermont,25,0,0.6716362712678547
C2465,mandy hansen,tennessee,24,1,0.609492623223322
C2466,ryan wells,oklahoma,21,1,0.9594814784634632
C2467,lori green,georgia,27,0,0.2715673553525033
C2468,claudia grant,minnesota,65,1,0.7678595770829059
C2469,jason tyler,illinois,63,1,0.21921191271796325
C2470,jessica brown,indiana,81,1,0.09109160084773527
C2471,andrew contreras,virginia,35,1,0.2732442681024616
C2472,steven white,kansas,38,1,0.14164568638574515
C2473,jessica english,maryland,41,0,0.65972601759268
C2474,alicia myers,south carolina,67,0,0.4844712030488091
C2475,mary ward,pennsylvania,24,1,0.33288419328196606
C2476,michael vasquez,alaska,87,0,0.3838597711663543
C2477,roger cobb,california,58,0,0.7084941489087259
C2478,stephanie estes,utah,42,0,0.08806668285471386
C2479,terri cooper,north dakota,89,0,0.19880194024058473
C2480,william hernandez,south carolina,37,0,0.3119838797372019
C2481,jason brown,south carolina,74,0,0.11623614421443185
C2482,tyrone johnson,new jersey,69,0,0.267597858126124
C2483,robert hughes,pennsylvania,62,1,0.2923601236097859
C2484,danielle fisher,oregon,65,1,0.3876648194858443
C2485,rebecca velez,south dakota,19,1,0.9666447534827799
C2486,ebony dunn,oregon,30,1,0.559893480869863
C2487,connie fry,kansas,84,0,0.9781088269099975
C2488,sara roth,south dakota,82,1,0.4707288475335014
C2489,michael warren,nebraska,82,1,0.268318701178066
C2490,kevin vazquez,vermont,88,1,0.09501731081760612
C2491,dana wallace,south carolina,87,1,0.05214759183671558
C2492,kim bolton,maine,48,0,0.03055366574860363
C2493,tracey roberts,arkansas,66,1,0.7220786138431167
C2494,ryan garrett,new york,56,0,0.774970950422661
C2495,david gomez,iowa,57,1,0.9992439504569954
C2496,john small,arkansas,36,0,0.12667757198796126
C2497,jason nunez,virginia,68,1,0.04106867167138473
C2498,vernon ford,alabama,61,0,0.6345575693563495
C2499,robert holmes phd,michigan,25,1,0.7578419720667396
C2500,lisa houston,maryland,45,0,0.6836665073925193
C2501,christopher gaines,maryland,57,1,0.7673395901917303
C2502,autumn singh,michigan,56,1,0.5876507480339402
C2503,tina arellano,illinois,57,1,0.9049149651952743
C2504,blake brown,alabama,59,0,0.27024320152400616
C2505,darlene fitzgerald,arkansas,88,0,0.5222186972553459
C2506,lisa stanton,maryland,79,1,0.506197645605689
C2507,robert diaz,tennessee,18,1,0.11516649787781597
C2508,natasha brown,arkansas,22,1,0.6245687775975941
C2509,linda kelly,florida,22,0,0.1300263955792168
C2510,melissa stark,idaho,90,1,0.24235129600727168
C2511,elizabeth howard,arkansas,24,1,0.7700726904557593
C2512,christy phillips,california,31,0,0.456425710383326
C2513,mark smith,connecticut,66,1,0.846696591589125
C2514,kevin preston,missouri,85,1,0.05529214354795198
C2515,jasmine jacobs,vermont,65,1,0.6049545070314981
C2516,marcia brown,alabama,28,0,0.852948324641096
C2517,angela chambers,texas,35,1,0.3607730227031175
C2518,mrs. jasmine romero md,nebraska,84,1,0.6619065756930737
C2519,karen robinson,oregon,27,1,0.14354038618430576
C2520,francisco boyer,texas,36,0,0.5541174028004991
C2521,robert valencia,maryland,60,0,0.4129135716206128
C2522,carlos bradley,mississippi,62,1,0.3116973636087438
C2523,mike lang,kansas,24,0,0.7048936538028142
C2524,dr. diana clark,massachusetts,54,1,0.9422037150309774
C2525,christopher smith,ohio,45,1,0.7234061912849262
C2526,richard mccall,delaware,78,0,0.9614042039701527
C2527,christopher hill,new mexico,46,0,0.21481740331023247
C2528,mark martin,mississippi,55,1,0.23727769190764592
C2529,daniel hernandez,indiana,74,1,0.6630687446688275
C2530,reginald steele,oregon,19,1,0.7354861730285718
C2531,william glass,mississippi,76,1,0.3501820528972165
C2532,tiffany fisher,oregon,79,1,0.9859763333653252
C2533,paul pope,ohio,81,0,0.673729881551603
C2534,allison gonzalez,michigan,45,1,0.9716016526128675
C2535,laura turner,maine,26,0,0.18687335201824085
C2536,kimberly meyer,illinois,36,1,0.6074083385600557
C2537,jonathan durham,california,69,1,0.11049761958260895
C2538,william davis,georgia,30,0,0.49882959739586896
C2539,mrs. charlene salas,oklahoma,90,1,0.43216939188510783
C2540,alisha booker,wisconsin,37,0,0.1357989335722325
C2541,mackenzie perez dds,new jersey,52,1,0.44583238684270654
C2542,kevin rodriguez,michigan,63,1,0.9849910989070102
C2543,richard smith,pennsylvania,29,0,0.4116988978004552
C2544,dawn sanchez,tennessee,85,0,0.49149798011954327
C2545,jennifer mathis,pennsylvania,70,0,0.8915934495957386
C2546,debra mercado,mississippi,53,1,0.3963624400767498
C2547,joshua king,arizona,71,1,0.8956451922657829
C2548,james hunt,missouri,33,0,0.31499233421440576
C2549,jessica frey,washington,52,0,0.8588547732406068
C2550,martin guzman,new mexico,82,1,0.1643981147832544
C2551,jonathan glover,new hampshire,69,0,0.35218897824274
C2552,jasmine williams,mississippi,41,1,0.2165073861364537
C2553,barbara soto,tennessee,37,1,0.07531163677910879
C2554,brooke cross,north carolina,78,0,0.32425743829553055
C2555,aaron moore,iowa,72,0,0.7197537788565207
C2556,carol mendoza,new hampshire,83,0,0.6219276853861972
C2557,bobby powell,louisiana,29,1,0.14030594057318901
C2558,leslie gray,kansas,23,0,0.1521722359891844
C2559,elizabeth lee,georgia,57,0,0.33063923128304185
C2560,mrs. cynthia kim,virginia,71,0,0.07166411550911633
C2561,michael padilla,tennessee,67,1,0.9973188131140174
C2562,thomas curtis,nevada,80,0,0.5091456929180744
C2563,daniel sparks,virginia,66,0,0.14037814778381585
C2564,matthew anderson,south dakota,58,1,0.4181386256264663
C2565,scott clark,south carolina,76,0,0.4226833360561004
C2566,benjamin sanders,vermont,58,0,0.7299139930089737
C2567,kristy martin,new mexico,69,0,0.8692485899400618
C2568,jared richard,alabama,39,1,0.895419312823077
C2569,jennifer hancock,new york,84,1,0.04054606278427331
C2570,william allen,wyoming,47,0,0.7838399196429855
C2571,carl acosta,pennsylvania,43,0,0.5049841839569076
C2572,kristine gay,south dakota,21,1,0.08736355780723526
C2573,melissa clayton,arizona,25,1,0.8755007039823927
C2574,heidi mitchell,virginia,25,0,0.8061774098135396
C2575,angela berry,idaho,58,1,0.3297265739597537
C2576,brooke griffith,kentucky,43,0,0.5967453580475207
C2577,jordan gentry,west virginia,24,1,0.4737317845268042
C2578,jacob perkins,arizona,69,1,0.15100004762702124
C2579,alex williams,massachusetts,79,0,0.6788320164560805
C2580,lawrence stafford,kansas,63,0,0.2358051828688087
C2581,david murphy,arizona,70,0,0.43345158909124337
C2582,joseph hall,alaska,64,0,0.19758696265562625
C2583,pam reynolds,nebraska,52,1,0.9562432679364734
C2584,kevin ellis,alaska,69,0,0.7287923574339995
C2585,leslie hansen,rhode island,85,1,0.9017558753049009
C2586,clarence michael,montana,86,1,0.8140703292061232
C2587,joel brooks,alaska,57,1,0.6265437126459098
C2588,kristen brown,connecticut,18,1,0.2576911925304448
C2589,william brown,south dakota,48,1,0.6752245898440946
C2590,juan thompson,georgia,37,1,0.34867581340049125
C2591,scott harmon,oklahoma,39,0,0.6530782504309853
C2592,cheyenne green,georgia,34,0,0.2596730580636627
C2593,justin hartman,tennessee,91,1,0.6932551720408463
C2594,fernando murray,indiana,75,0,0.23486490813437966
C2595,evan mason,new hampshire,89,1,0.0819766577411064
C2596,april gonzalez,connecticut,18,1,0.49180831001028236
C2597,courtney ross,alaska,22,1,0.1120742783456613
C2598,anna baker,pennsylvania,37,0,0.39279652786822694
C2599,tyrone jordan,delaware,56,0,0.06870201461420145
C2600,kevin mclaughlin,north carolina,86,0,0.7851103507150878
C2601,tony mitchell,california,69,1,0.20012514863592978
C2602,matthew wu,alabama,57,0,0.24524405289468265
C2603,rebecca lindsey,missouri,29,1,0.2849982742146867
C2604,leslie finley,mississippi,19,1,0.5098187550180664
C2605,william allen,massachusetts,48,0,0.5151607529077243
C2606,maria washington,wyoming,88,1,0.5250611021540728
C2607,dustin haynes,south carolina,82,1,0.17230673217746206
C2608,heather torres,rhode island,65,0,0.3063492971003392
C2609,laura brooks,texas,75,1,0.9627079336227605
C2610,dana sawyer,west virginia,33,0,0.8242840796030166
C2611,sandra ramos,louisiana,87,0,0.5741636049833655
C2612,mrs. allison benton,new york,70,1,0.9128912165859345
C2613,danny brooks,south dakota,71,0,0.6359990895248034
C2614,andre chambers,south carolina,52,0,0.4364992590477462
C2615,morgan watson,arizona,83,1,0.7786116681397562
C2616,veronica washington,alabama,84,1,0.6404457580214848
C2617,robert patel,wyoming,28,0,0.721080815670861
C2618,nicole berg,north carolina,23,1,0.8082588465461604
C2619,brian ellis,georgia,64,1,0.9268779597606674
C2620,james rojas,north carolina,43,1,0.3082862700329292
C2621,david clark,idaho,81,0,0.5689988979913184
C2622,gregory ward,hawaii,24,0,0.8175936007147768
C2623,daniel rivera,alabama,83,0,0.711380025301763
C2624,travis johnson,new jersey,65,0,0.3185872304928723
C2625,sean mckinney,delaware,21,0,0.3818816399004221
C2626,alexander pratt,north dakota,53,1,0.40479895666630294
C2627,monica white,oklahoma,26,1,0.34644230662235953
C2628,jonathan anderson,nevada,70,1,0.895866627133141
C2629,jordan ochoa,montana,35,1,0.6707353900318619
C2630,makayla guerrero,montana,29,1,0.7778242355861247
C2631,eric sullivan,texas,72,0,0.6716224347861494
C2632,gregory bailey,pennsylvania,61,0,0.29835119447831293
C2633,eric morris,tennessee,31,0,0.31814535274837286
C2634,kimberly clarke,arkansas,34,1,0.48675131612128364
C2635,miss christine rose,texas,75,0,0.13609359921295816
C2636,jeremy martin,rhode island,53,0,0.6633595736629275
C2637,heidi porter,mississippi,74,1,0.5665465803053056
C2638,tamara castro,washington,19,0,0.15998463925168105
C2639,jason wells,minnesota,56,0,0.9557531832460799
C2640,barbara rhodes,new jersey,76,1,0.7427814747084006
C2641,cassidy black,nebraska,57,0,0.04389933205599239
C2642,rachel brown,tennessee,81,1,0.582645902104243
C2643,colleen jackson,virginia,27,1,0.686731530689302
C2644,amy brown,florida,18,1,0.3051972628831904
C2645,alan smith,south dakota,84,1,0.1293716423995841
C2646,justin ford,kentucky,39,0,0.0004307887482565276
C2647,michael ford,indiana,31,1,0.4307915051035136
C2648,john patton,alaska,21,0,0.15179921720604117
C2649,jason rodriguez,kentucky,46,1,0.7802698482712671
C2650,jessica ward,arkansas,64,0,0.02963700087279686
C2651,jeffery phillips,florida,29,0,0.018621045484803145
C2652,brian alexander,new mexico,57,0,0.22689532551612024
C2653,jesse vazquez,alaska,69,0,0.610491585940577
C2654,dennis smith,wyoming,46,1,0.6157155180555752
C2655,jessica moore,colorado,45,0,0.8618571569270747
C2656,bailey mcmillan,massachusetts,68,1,0.03709366382134871
C2657,jason frank,alaska,30,0,0.13130624971043647
C2658,kirk choi,oregon,33,0,0.05052638925139219
C2659,sandra lawrence,south carolina,74,1,0.40345909149363457
C2660,abigail anderson phd,montana,59,0,0.5729845230265961
C2661,robert kirk,utah,32,0,0.8030283977459077
C2662,charles rivera,washington,72,0,0.03619480773696648
C2663,devin tanner,maine,43,1,0.3257913779106246
C2664,emma ford,colorado,74,0,0.1379736780666091
C2665,darlene jackson,north carolina,43,0,0.36089929468312976
C2666,ashley kim,florida,39,1,0.25240551136920086
C2667,steven preston,ohio,82,1,0.4314658570847334
C2668,christopher barajas,washington,38,1,0.7554284801560355
C2669,levi sexton,hawaii,37,1,0.3288660460270516
C2670,brandon sharp,south carolina,30,0,0.000591586087392737
C2671,dr. bradley ford,florida,66,0,0.8186217421750935
C2672,katelyn kerr,michigan,20,1,0.20179556499670248
C2673,cathy ford,missouri,89,0,0.020250198154814214
C2674,catherine lewis,alaska,47,1,0.11441321962707385
C2675,stephen young,south carolina,28,0,0.2363473142674568
C2676,patrick clarke,missouri,51,0,0.9383322734233724
C2677,tammy short,rhode island,22,0,0.41444005293085473
C2678,shannon jones,kansas,32,1,0.8281770230849853
C2679,lauren nichols,new jersey,34,1,0.03120391100025255
C2680,lance davis,south dakota,55,0,0.19097278374887938
C2681,james hall,connecticut,45,0,0.11228776951666353
C2682,janice bryant,connecticut,46,1,0.6429503823488013
C2683,leslie cox,oklahoma,57,1,0.5500775111373853
C2684,tracey harper,indiana,87,0,0.0711076463799395
C2685,brandon zavala,montana,56,0,0.7499086405324156
C2686,tracy perez,vermont,87,0,0.727233110387862
C2687,devin arnold,texas,55,0,0.25183811088829877
C2688,brenda stanley phd,new jersey,18,0,0.14413362496246185
C2689,nicholas allen dds,alaska,38,0,0.9938622954316086
C2690,todd santiago,minnesota,83,1,0.6312303701613995
C2691,timothy mcconnell,virginia,89,1,0.6234155100544589
C2692,nicholas lozano,wyoming,64,1,0.8878972601923025
C2693,dennis carson,north dakota,46,0,0.6703282791234695
C2694,bryan hanson,maine,44,1,0.30632956726628835
C2695,christine kline,new hampshire,53,0,0.34939626958570336
C2696,cassandra goodwin,indiana,71,0,0.6802630844612663
C2697,james ayala,idaho,22,0,0.23563208790307366
C2698,stephanie chavez,indiana,77,0,0.7282529635477457
C2699,william buck,maine,86,0,0.4241010231036816
C2700,pamela perry,delaware,57,0,0.12102292467133258
C2701,william pena,arkansas,89,1,0.6866739987190809
C2702,jeremy miller,kansas,26,0,0.6181750178727621
C2703,katie weaver,california,20,1,0.08200302681287608
C2704,isabel silva,virginia,60,1,0.7835555294218639
C2705,sabrina wilkins,kansas,50,1,0.8747049035611956
C2706,shaun clark,michigan,67,1,0.667728400314179
C2707,lauren irwin,vermont,20,0,0.9727252383724201
C2708,john johnson,new york,26,0,0.4859016420718667
C2709,austin ferguson,south dakota,33,1,0.9763874915547792
C2710,michael kim,hawaii,54,1,0.44134643521555905
C2711,james golden,minnesota,73,1,0.8434290281040256
C2712,robert lewis,texas,28,0,0.6781279716512271
C2713,aaron henderson,utah,41,0,0.540457872140099
C2714,kyle fisher,west virginia,66,1,0.2604003171766526
C2715,christine hill,rhode island,41,1,0.7725104280988501
C2716,teresa lowe,wisconsin,21,0,0.3226805075714132
C2717,matthew reed,vermont,20,1,0.26642669908119776
C2718,deborah lee,pennsylvania,24,1,0.5404515700747209
C2719,kimberly farmer,maine,81,1,0.5822973923526394
C2720,rebecca garrett,rhode island,33,0,0.02014402504808721
C2721,stephanie cook,minnesota,52,0,0.8233801296987712
C2722,cristian hayes,nevada,52,0,0.5878355369124307
C2723,dana miller,connecticut,20,1,0.36924782029775316
C2724,robert moore,delaware,76,0,0.9901812660932947
C2725,danielle carroll,arizona,20,1,0.32688507869362615
C2726,katherine moss,rhode island,78,0,0.9635095778423315
C2727,brandon duncan,kentucky,74,1,0.32440118890222525
C2728,jeffrey roberts,south dakota,69,0,0.4320781365510631
C2729,rachel carter,maine,66,0,0.13408178065304954
C2730,robert nguyen,hawaii,19,0,0.9206920303591658
C2731,dr. richard mueller,minnesota,72,0,0.6487167862401334
C2732,jonathan lawrence,virginia,42,0,0.9480185143087437
C2733,jennifer leonard,north carolina,29,0,0.9365812907788864
C2734,patricia lang,texas,72,0,0.7132793344393217
C2735,jeffrey le,new mexico,54,0,0.25960608577028577
C2736,james white,connecticut,37,1,0.3113571430034213
C2737,felicia mcguire,washington,83,0,0.5262458470755486
C2738,david perry,oregon,58,1,0.8784026887523877
C2739,clayton robinson,louisiana,59,1,0.13080564220729218
C2740,robert wolf,kansas,48,0,0.13018954823493623
C2741,cheryl wagner,iowa,59,1,0.7764862430269466
C2742,angela pineda,oregon,60,0,0.43096938828385645
C2743,tara spears,kansas,56,1,0.08862376316876075
C2744,samantha higgins,hawaii,36,1,0.606197885204814
C2745,anna ortiz,oregon,68,0,0.7714666004604805
C2746,timothy richardson,utah,60,0,0.9296184121294616
C2747,melinda perez,georgia,35,1,0.06973943613884248
C2748,nathan savage,texas,23,0,0.9927150140986499
C2749,sonia davis,mississippi,27,0,0.4777079675504271
C2750,mr. ralph watkins,maine,20,1,0.6218684008086954
C2751,michelle jones,new jersey,70,1,0.6190030137053261
C2752,tammy kelly,alabama,47,0,0.18210219633455071
C2753,vincent savage,georgia,90,0,0.6483048307752929
C2754,mr. brady luna,minnesota,19,0,0.6708049741626806
C2755,ian johnson,iowa,87,1,0.5272689991050641
C2756,joy parrish,new mexico,30,1,0.7806681538808549
C2757,robert harris,michigan,69,1,0.21522587568540008
C2758,sheila reeves,pennsylvania,21,0,0.07343258214808657
C2759,barbara wallace,pennsylvania,70,0,0.17287646523840805
C2760,scott estes,new hampshire,39,1,0.6253774393889995
C2761,christina lee,pennsylvania,86,0,0.37937048140297225
C2762,tracy manning,massachusetts,67,1,0.2901943248298511
C2763,sarah johnson,california,25,1,0.6714312463566929
C2764,mathew carter,maryland,78,0,0.34891773176735874
C2765,karen wilson,indiana,32,1,0.8918196663490673
C2766,jesus hayes,california,46,0,0.2720400326478958
C2767,jack bautista,connecticut,20,0,0.4689609907816109
C2768,erin pena,new jersey,32,0,0.9662229493598078
C2769,carolyn anderson,florida,66,1,0.7940648057091618
C2770,kelly ramirez,oklahoma,19,0,0.2675215625006183
C2771,amy vega,north dakota,47,0,0.11116731650697786
C2772,robin lee,washington,48,0,0.8462584130272652
C2773,valerie livingston,alabama,51,1,0.7477523177380265
C2774,brandon dunn,missouri,69,0,0.9221554117239352
C2775,adrian hardin,nevada,51,0,0.7812243184522485
C2776,kathryn lopez,connecticut,60,0,0.5919393610692145
C2777,sean carpenter,north carolina,77,0,0.17181766785448804
C2778,renee moody,alabama,87,1,0.2832658574543673
